nroEj;ClaseImagen;ClaseInferida;Tiempo;Confianza;Correcto;;Metricas
480 ; 32 ; 32 ; N/A ; 1.00;SI;;
481 ; 32 ; 32 ; N/A ; 1.00;SI;;
482 ; 28 ; 28 ; N/A ; 0.95;SI;;
483 ; 29 ; 29 ; N/A ; 1.00;SI;;
484 ; 16 ; 16 ; N/A ; 1.00;SI;;
485 ; 24 ; 24 ; N/A ; 0.82;SI;;
486 ;  9 ;  9 ; N/A ; 0.99;SI;;
487 ; 33 ; 33 ; N/A ; 0.98;SI;;
488 ; 12 ; 12 ; N/A ; 0.49;SI;;
489 ; 31 ; 31 ; N/A ; 0.99;SI;;
490 ; 12 ; 12 ; N/A ; 1.00;SI;;
491 ;  2 ;  2 ; N/A ; 1.00;SI;;
492 ; 32 ; 32 ; N/A ; 0.80;SI;;
493 ;  2 ;  4 ; N/A ; 0.31;NO;;
494 ; 24 ; 24 ; N/A ; 0.91;SI;;
495 ;  7 ;  7 ; N/A ; 1.00;SI;;
496 ; 28 ; 28 ; N/A ; 0.80;SI;;
497 ; 19 ; 19 ; N/A ; 0.94;SI;;
498 ; 24 ; 24 ; N/A ; 0.91;SI;;
499 ; 17 ; 17 ; N/A ; 0.95;SI;;
500 ; 26 ; 26 ; N/A ; 1.00;SI;;
501 ; 28 ; 28 ; N/A ; 0.93;SI;;
502 ;  9 ;  9 ; N/A ; 1.00;SI;;
503 ; 14 ; 14 ; N/A ; 1.00;SI;;
504 ; 28 ; 28 ; N/A ; 0.99;SI;;
505 ;  4 ; 24 ; N/A ; 0.82;NO;;
506 ;  6 ;  6 ; N/A ; 1.00;SI;;
507 ;  7 ;  7 ; N/A ; 0.99;SI;;
508 ;  3 ;  3 ; N/A ; 0.78;SI;;
509 ;  8 ;  8 ; N/A ; 1.00;SI;;
510 ; 26 ; 26 ; N/A ; 0.99;SI;;
511 ; 24 ;  0 ; N/A ; 0.62;NO;;
512 ; 10 ; 10 ; N/A ; 0.93;SI;;
513 ; 33 ; 33 ; N/A ; 1.00;SI;;
514 ;  5 ;  5 ; N/A ; 0.97;SI;;
515 ; 18 ; 18 ; N/A ; 0.87;SI;;
516 ; 30 ; 30 ; N/A ; 0.99;SI;;
517 ; 31 ; 31 ; N/A ; 0.98;SI;;
518 ;  4 ;  4 ; N/A ; 1.00;SI;;
519 ;  1 ;  1 ; N/A ; 0.60;SI;;
520 ;  1 ;  1 ; N/A ; 0.75;SI;;
521 ; 15 ; 15 ; N/A ; 1.00;SI;;
522 ;  4 ;  4 ; N/A ; 0.93;SI;;
523 ;  3 ; 34 ; N/A ; 0.56;NO;;
524 ; 15 ; 15 ; N/A ; 1.00;SI;;
525 ; 18 ; 18 ; N/A ; 1.00;SI;;
526 ; 13 ; 13 ; N/A ; 0.96;SI;;
527 ; 14 ; 14 ; N/A ; 1.00;SI;;
528 ; 29 ; 29 ; N/A ; 1.00;SI;;
529 ; 16 ; 16 ; N/A ; 1.00;SI;;
530 ;  2 ;  2 ; N/A ; 0.92;SI;;
531 ; 17 ; 17 ; N/A ; 1.00;SI;;
532 ; 17 ; 17 ; N/A ; 0.97;SI;;
533 ; 22 ; 22 ; N/A ; 0.99;SI;;
534 ;  6 ;  6 ; N/A ; 0.98;SI;;
535 ;  3 ;  3 ; N/A ; 1.00;SI;;
536 ; 34 ; 34 ; N/A ; 0.94;SI;;
537 ; 11 ; 11 ; N/A ; 0.99;SI;;
538 ;  3 ;  3 ; N/A ; 1.00;SI;;
539 ;  9 ;  9 ; N/A ; 0.95;SI;;
540 ; 30 ; 30 ; N/A ; 0.88;SI;;
541 ; 17 ; 17 ; N/A ; 0.99;SI;;
542 ; 32 ; 32 ; N/A ; 0.98;SI;;
543 ; 13 ; 13 ; N/A ; 1.00;SI;;
544 ;  3 ;  3 ; N/A ; 1.00;SI;;
545 ; 24 ; 24 ; N/A ; 0.93;SI;;
546 ;  3 ;  3 ; N/A ; 1.00;SI;;
547 ; 19 ; 19 ; N/A ; 0.98;SI;;
548 ;  9 ;  9 ; N/A ; 1.00;SI;;
549 ; 32 ; 32 ; N/A ; 1.00;SI;;
550 ; 26 ; 26 ; N/A ; 0.80;SI;;
551 ; 24 ; 24 ; N/A ; 0.71;SI;;
552 ; 11 ; 11 ; N/A ; 0.97;SI;;
553 ; 31 ; 31 ; N/A ; 0.99;SI;;
554 ; 11 ; 29 ; N/A ; 0.90;NO;;
555 ; 30 ; 30 ; N/A ; 1.00;SI;;
556 ; 16 ; 16 ; N/A ; 0.98;SI;;
557 ; 29 ; 29 ; N/A ; 1.00;SI;;
558 ; 30 ; 30 ; N/A ; 1.00;SI;;
559 ;  8 ;  8 ; N/A ; 0.62;SI;;
560 ;  1 ; 21 ; N/A ; 0.48;NO;;
561 ; 20 ; 20 ; N/A ; 0.89;SI;;
562 ;  2 ;  2 ; N/A ; 1.00;SI;;
563 ; 30 ; 30 ; N/A ; 1.00;SI;;
564 ;  1 ;  1 ; N/A ; 0.72;SI;;
565 ; 26 ; 26 ; N/A ; 1.00;SI;;
566 ; 30 ; 31 ; N/A ; 0.61;NO;;
567 ; 13 ; 13 ; N/A ; 1.00;SI;;
568 ;  3 ;  3 ; N/A ; 1.00;SI;;
569 ;  2 ; 28 ; N/A ; 0.97;NO;;
570 ; 19 ; 19 ; N/A ; 1.00;SI;;
571 ;  4 ;  4 ; N/A ; 1.00;SI;;
572 ; 19 ; 19 ; N/A ; 0.80;SI;;
573 ;  6 ;  6 ; N/A ; 1.00;SI;;
574 ; 23 ; 23 ; N/A ; 1.00;SI;;
575 ; 32 ; 32 ; N/A ; 1.00;SI;;
576 ; 33 ; 33 ; N/A ; 1.00;SI;;
577 ;  4 ;  4 ; N/A ; 0.97;SI;;
578 ; 27 ; 27 ; N/A ; 0.75;SI;;
579 ; 16 ; 16 ; N/A ; 1.00;SI;;
580 ; 15 ; 15 ; N/A ; 1.00;SI;;
581 ; 22 ; 22 ; N/A ; 1.00;SI;;
582 ; 31 ; 31 ; N/A ; 0.74;SI;;
583 ;  7 ;  7 ; N/A ; 1.00;SI;;
584 ; 12 ; 12 ; N/A ; 1.00;SI;;
585 ; 32 ; 32 ; N/A ; 1.00;SI;;
586 ; 11 ; 11 ; N/A ; 0.99;SI;;
587 ;  9 ;  9 ; N/A ; 1.00;SI;;
588 ; 29 ; 29 ; N/A ; 1.00;SI;;
589 ; 20 ; 20 ; N/A ; 1.00;SI;;
590 ; 12 ; 12 ; N/A ; 0.67;SI;;
591 ; 15 ; 15 ; N/A ; 0.86;SI;;
592 ;  3 ;  3 ; N/A ; 1.00;SI;;
593 ; 10 ; 10 ; N/A ; 0.86;SI;;
594 ; 22 ; 22 ; N/A ; 0.69;SI;;
595 ; 19 ; 19 ; N/A ; 0.64;SI;;
596 ; 16 ; 16 ; N/A ; 0.85;SI;;
597 ; 30 ; 30 ; N/A ; 0.99;SI;;
598 ; 25 ; 25 ; N/A ; 0.99;SI;;
599 ; 25 ; 25 ; N/A ; 1.00;SI;;
600 ;  3 ;  3 ; N/A ; 1.00;SI;;
601 ; 27 ; 27 ; N/A ; 1.00;SI;;
602 ;  9 ;  9 ; N/A ; 0.47;SI;;
603 ; 10 ; 10 ; N/A ; 0.76;SI;;
604 ; 31 ; 31 ; N/A ; 0.49;SI;;
605 ;  5 ;  5 ; N/A ; 0.75;SI;;
606 ; 34 ; 34 ; N/A ; 0.61;SI;;
607 ; 14 ; 14 ; N/A ; 1.00;SI;;
608 ; 19 ; 19 ; N/A ; 0.88;SI;;
609 ; 20 ; 27 ; N/A ; 0.84;NO;;
610 ; 11 ; 11 ; N/A ; 1.00;SI;;
611 ; 23 ; 23 ; N/A ; 1.00;SI;;
612 ; 31 ; 31 ; N/A ; 1.00;SI;;
613 ; 23 ; 23 ; N/A ; 1.00;SI;;
614 ;  8 ; 25 ; N/A ; 0.66;NO;;
615 ;  0 ; 24 ; N/A ; 0.64;NO;;
616 ; 18 ; 18 ; N/A ; 0.60;SI;;
617 ; 33 ;  4 ; N/A ; 0.87;NO;;
618 ; 14 ; 14 ; N/A ; 1.00;SI;;
619 ; 12 ; 12 ; N/A ; 0.98;SI;;
620 ; 26 ; 26 ; N/A ; 1.00;SI;;
621 ; 12 ; 12 ; N/A ; 0.98;SI;;
622 ; 14 ; 14 ; N/A ; 1.00;SI;;
623 ;  9 ;  9 ; N/A ; 1.00;SI;;
624 ; 22 ; 22 ; N/A ; 0.68;SI;;
625 ; 13 ; 13 ; N/A ; 1.00;SI;;
626 ;  9 ;  9 ; N/A ; 1.00;SI;;
627 ;  9 ;  9 ; N/A ; 1.00;SI;;
628 ; 19 ; 19 ; N/A ; 1.00;SI;;
629 ; 32 ; 32 ; N/A ; 1.00;SI;;
630 ; 19 ; 19 ; N/A ; 0.97;SI;;
631 ; 20 ; 20 ; N/A ; 0.98;SI;;
632 ; 15 ; 15 ; N/A ; 1.00;SI;;
633 ;  7 ;  7 ; N/A ; 1.00;SI;;
634 ; 14 ; 14 ; N/A ; 1.00;SI;;
635 ; 26 ; 26 ; N/A ; 1.00;SI;;
636 ;  2 ;  2 ; N/A ; 0.95;SI;;
637 ;  2 ;  2 ; N/A ; 1.00;SI;;
638 ; 19 ; 19 ; N/A ; 1.00;SI;;
639 ; 33 ; 33 ; N/A ; 1.00;SI;;
640 ; 23 ; 23 ; N/A ; 1.00;SI;;
641 ; 21 ;  1 ; N/A ; 0.59;NO;;
642 ; 11 ; 11 ; N/A ; 0.56;SI;;
643 ; 16 ; 16 ; N/A ; 1.00;SI;;
644 ;  7 ;  7 ; N/A ; 0.65;SI;;
645 ; 23 ; 23 ; N/A ; 1.00;SI;;
646 ;  7 ;  7 ; N/A ; 1.00;SI;;
647 ; 33 ; 33 ; N/A ; 1.00;SI;;
648 ;  3 ;  3 ; N/A ; 1.00;SI;;
649 ; 24 ; 10 ; N/A ; 0.50;NO;;
650 ; 31 ; 31 ; N/A ; 0.97;SI;;
651 ; 31 ; 31 ; N/A ; 0.94;SI;;
652 ; 15 ; 15 ; N/A ; 1.00;SI;;
653 ;  6 ;  6 ; N/A ; 1.00;SI;;
654 ; 27 ; 27 ; N/A ; 0.95;SI;;
655 ; 20 ; 20 ; N/A ; 0.98;SI;;
656 ; 23 ; 23 ; N/A ; 1.00;SI;;
657 ; 14 ;  5 ; N/A ; 0.60;NO;;
658 ;  0 ;  0 ; N/A ; 0.61;SI;;
659 ; 12 ; 12 ; N/A ; 0.94;SI;;
660 ;  1 ;  1 ; N/A ; 0.71;SI;;
661 ; 35 ;  2 ; N/A ; 0.99;NO;;
662 ; 26 ; 26 ; N/A ; 1.00;SI;;
663 ; 25 ; 25 ; N/A ; 0.98;SI;;
664 ; 33 ; 33 ; N/A ; 1.00;SI;;
665 ; 13 ; 13 ; N/A ; 1.00;SI;;
666 ; 32 ; 32 ; N/A ; 1.00;SI;;
667 ; 26 ; 26 ; N/A ; 1.00;SI;;
668 ; 25 ; 25 ; N/A ; 0.99;SI;;
669 ; 12 ; 12 ; N/A ; 0.60;SI;;
670 ;  2 ;  2 ; N/A ; 1.00;SI;;
671 ; 25 ; 25 ; N/A ; 1.00;SI;;
672 ;  6 ;  6 ; N/A ; 0.94;SI;;
673 ; 31 ; 34 ; N/A ; 0.96;NO;;
674 ; 32 ; 32 ; N/A ; 0.99;SI;;
675 ;  8 ;  8 ; N/A ; 0.98;SI;;
676 ;  2 ;  2 ; N/A ; 0.99;SI;;
677 ; 27 ; 27 ; N/A ; 1.00;SI;;
678 ;  9 ;  9 ; N/A ; 0.87;SI;;
679 ; 19 ; 19 ; N/A ; 1.00;SI;;
680 ; 10 ; 10 ; N/A ; 1.00;SI;;
681 ; 27 ; 27 ; N/A ; 0.93;SI;;
682 ; 24 ; 24 ; N/A ; 0.76;SI;;
683 ; 10 ; 10 ; N/A ; 1.00;SI;;
684 ;  9 ;  9 ; N/A ; 0.97;SI;;
685 ; 13 ; 13 ; N/A ; 1.00;SI;;
686 ; 17 ; 17 ; N/A ; 1.00;SI;;
687 ; 34 ; 34 ; N/A ; 1.00;SI;;
688 ; 34 ; 34 ; N/A ; 1.00;SI;;
689 ; 31 ; 31 ; N/A ; 0.98;SI;;
690 ; 21 ; 21 ; N/A ; 0.70;SI;;
691 ; 29 ; 29 ; N/A ; 0.99;SI;;
692 ; 13 ; 13 ; N/A ; 1.00;SI;;
693 ;  6 ;  6 ; N/A ; 1.00;SI;;
694 ; 33 ; 33 ; N/A ; 1.00;SI;;
695 ; 32 ; 32 ; N/A ; 1.00;SI;;
696 ; 11 ; 11 ; N/A ; 0.99;SI;;
697 ; 24 ; 24 ; N/A ; 0.51;SI;;
698 ; 14 ; 14 ; N/A ; 1.00;SI;;
699 ; 25 ; 25 ; N/A ; 0.94;SI;;
700 ; 17 ; 17 ; N/A ; 0.99;SI;;
701 ; 28 ; 28 ; N/A ; 0.87;SI;;
702 ;  4 ;  4 ; N/A ; 0.97;SI;;
703 ; 22 ; 22 ; N/A ; 0.83;SI;;
704 ; 24 ; 24 ; N/A ; 0.82;SI;;
705 ;  1 ;  1 ; N/A ; 0.67;SI;;
706 ;  7 ;  7 ; N/A ; 1.00;SI;;
707 ; 18 ;  1 ; N/A ; 0.66;NO;;
708 ; 30 ; 30 ; N/A ; 1.00;SI;;
709 ; 16 ; 16 ; N/A ; 0.97;SI;;
710 ; 19 ; 19 ; N/A ; 0.95;SI;;
711 ;  7 ;  7 ; N/A ; 1.00;SI;;
712 ;  9 ;  9 ; N/A ; 1.00;SI;;
713 ;  4 ;  4 ; N/A ; 1.00;SI;;
714 ; 13 ; 13 ; N/A ; 0.96;SI;;
715 ;  0 ; 24 ; N/A ; 0.52;NO;;
716 ; 13 ; 13 ; N/A ; 0.98;SI;;
717 ; 27 ; 27 ; N/A ; 0.98;SI;;
718 ; 13 ; 13 ; N/A ; 0.82;SI;;
719 ; 22 ; 22 ; N/A ; 0.66;SI;;
720 ;  3 ;  3 ; N/A ; 1.00;SI;;
721 ;  5 ; 19 ; N/A ; 0.67;NO;;
722 ;  2 ;  2 ; N/A ; 1.00;SI;;
723 ; 23 ; 23 ; N/A ; 1.00;SI;;
724 ; 31 ; 31 ; N/A ; 0.98;SI;;
725 ; 16 ; 16 ; N/A ; 0.95;SI;;
726 ; 12 ; 12 ; N/A ; 0.95;SI;;
727 ;  2 ;  2 ; N/A ; 0.99;SI;;
728 ;  2 ;  2 ; N/A ; 1.00;SI;;
729 ; 12 ; 12 ; N/A ; 1.00;SI;;
730 ;  8 ;  8 ; N/A ; 0.96;SI;;
731 ; 15 ; 15 ; N/A ; 0.98;SI;;
732 ;  5 ;  5 ; N/A ; 0.99;SI;;
733 ; 21 ; 21 ; N/A ; 0.42;SI;;
734 ; 17 ; 17 ; N/A ; 1.00;SI;;
735 ; 30 ; 30 ; N/A ; 0.87;SI;;
736 ; 12 ; 12 ; N/A ; 1.00;SI;;
737 ; 17 ; 17 ; N/A ; 0.79;SI;;
738 ; 35 ; 35 ; N/A ; 0.93;SI;;
739 ; 24 ;  0 ; N/A ; 0.58;NO;;
740 ; 12 ; 12 ; N/A ; 0.35;SI;;
741 ; 34 ; 34 ; N/A ; 0.84;SI;;
742 ;  4 ;  4 ; N/A ; 0.99;SI;;
743 ; 34 ; 34 ; N/A ; 0.99;SI;;
744 ; 20 ; 20 ; N/A ; 0.99;SI;;
745 ;  4 ;  4 ; N/A ; 0.56;SI;;
746 ; 24 ; 24 ; N/A ; 0.86;SI;;
747 ; 34 ; 34 ; N/A ; 1.00;SI;;
748 ;  3 ;  3 ; N/A ; 0.98;SI;;
749 ; 19 ; 19 ; N/A ; 0.99;SI;;
750 ; 20 ; 20 ; N/A ; 1.00;SI;;
751 ; 27 ; 27 ; N/A ; 0.56;SI;;
752 ; 31 ; 31 ; N/A ; 0.98;SI;;
753 ; 20 ; 20 ; N/A ; 1.00;SI;;
754 ;  7 ;  7 ; N/A ; 0.99;SI;;
755 ;  6 ;  6 ; N/A ; 1.00;SI;;
756 ;  6 ;  6 ; N/A ; 1.00;SI;;
757 ; 35 ; 35 ; N/A ; 0.97;SI;;
758 ;  0 ;  0 ; N/A ; 0.41;SI;;
759 ;  7 ;  7 ; N/A ; 1.00;SI;;
760 ; 24 ; 24 ; N/A ; 0.86;SI;;
761 ; 20 ; 20 ; N/A ; 1.00;SI;;
762 ; 18 ;  1 ; N/A ; 0.79;NO;;
763 ; 20 ; 20 ; N/A ; 1.00;SI;;
764 ; 34 ;  4 ; N/A ; 0.99;NO;;
765 ;  5 ;  5 ; N/A ; 0.76;SI;;
766 ; 12 ; 12 ; N/A ; 0.72;SI;;
767 ; 17 ; 17 ; N/A ; 1.00;SI;;
768 ; 30 ; 30 ; N/A ; 1.00;SI;;
769 ; 21 ; 21 ; N/A ; 0.99;SI;;
770 ; 15 ; 15 ; N/A ; 0.96;SI;;
771 ; 12 ; 12 ; N/A ; 0.44;SI;;
772 ; 13 ; 13 ; N/A ; 0.98;SI;;
773 ; 22 ; 22 ; N/A ; 1.00;SI;;
774 ; 28 ;  5 ; N/A ; 0.65;NO;;
775 ; 33 ; 33 ; N/A ; 1.00;SI;;
776 ; 28 ; 28 ; N/A ; 0.99;SI;;
777 ; 14 ; 14 ; N/A ; 1.00;SI;;
778 ; 14 ; 14 ; N/A ; 1.00;SI;;
779 ;  3 ;  3 ; N/A ; 1.00;SI;;
780 ;  4 ;  4 ; N/A ; 0.97;SI;;
781 ;  7 ;  7 ; N/A ; 0.99;SI;;
782 ; 21 ; 18 ; N/A ; 0.71;NO;;
783 ; 32 ; 32 ; N/A ; 1.00;SI;;
784 ; 22 ; 22 ; N/A ; 0.96;SI;;
785 ;  9 ;  9 ; N/A ; 0.99;SI;;
786 ; 19 ; 19 ; N/A ; 0.97;SI;;
787 ; 32 ; 32 ; N/A ; 1.00;SI;;
788 ; 27 ; 27 ; N/A ; 1.00;SI;;
789 ;  8 ;  8 ; N/A ; 1.00;SI;;
790 ; 20 ; 20 ; N/A ; 0.97;SI;;
791 ;  7 ;  7 ; N/A ; 0.99;SI;;
792 ;  0 ; 24 ; N/A ; 0.68;NO;;
793 ; 29 ; 29 ; N/A ; 1.00;SI;;
794 ; 27 ; 27 ; N/A ; 0.99;SI;;
795 ; 24 ;  0 ; N/A ; 0.77;NO;;
796 ; 15 ; 15 ; N/A ; 0.77;SI;;
797 ;  8 ; 34 ; N/A ; 0.94;NO;;
798 ; 21 ; 21 ; N/A ; 0.92;SI;;
799 ; 32 ; 32 ; N/A ; 1.00;SI;;
800 ;  1 ;  1 ; N/A ; 0.70;SI;;
801 ; 17 ; 17 ; N/A ; 0.98;SI;;
802 ; 28 ; 28 ; N/A ; 0.94;SI;;
803 ;  5 ;  5 ; N/A ; 0.83;SI;;
804 ; 30 ; 30 ; N/A ; 1.00;SI;;
805 ; 10 ; 10 ; N/A ; 0.99;SI;;
806 ; 26 ; 26 ; N/A ; 0.80;SI;;
807 ; 35 ; 35 ; N/A ; 0.78;SI;;
808 ;  8 ;  8 ; N/A ; 0.96;SI;;
809 ;  7 ;  7 ; N/A ; 1.00;SI;;
810 ; 17 ; 22 ; N/A ; 0.70;NO;;
811 ; 34 ; 34 ; N/A ; 0.97;SI;;
812 ; 32 ; 32 ; N/A ; 1.00;SI;;
813 ; 20 ; 20 ; N/A ; 0.55;SI;;
814 ; 11 ; 11 ; N/A ; 1.00;SI;;
815 ;  7 ;  7 ; N/A ; 1.00;SI;;
816 ; 21 ; 21 ; N/A ; 0.99;SI;;
817 ; 21 ;  1 ; N/A ; 0.64;NO;;
818 ; 14 ; 14 ; N/A ; 1.00;SI;;
819 ; 32 ; 32 ; N/A ; 1.00;SI;;
820 ; 13 ; 13 ; N/A ; 0.94;SI;;
821 ; 27 ; 27 ; N/A ; 0.78;SI;;
822 ;  6 ;  6 ; N/A ; 1.00;SI;;
823 ; 33 ; 33 ; N/A ; 1.00;SI;;
824 ;  6 ;  6 ; N/A ; 0.97;SI;;
825 ; 23 ; 17 ; N/A ; 0.54;NO;;
826 ; 32 ; 32 ; N/A ; 1.00;SI;;
827 ; 32 ; 32 ; N/A ; 1.00;SI;;
828 ; 26 ; 26 ; N/A ; 0.97;SI;;
829 ; 15 ; 15 ; N/A ; 0.93;SI;;
830 ; 11 ; 11 ; N/A ; 1.00;SI;;
831 ; 24 ; 24 ; N/A ; 0.57;SI;;
832 ;  3 ;  3 ; N/A ; 1.00;SI;;
833 ; 10 ; 10 ; N/A ; 0.88;SI;;
834 ; 20 ; 20 ; N/A ; 0.99;SI;;
835 ; 10 ; 10 ; N/A ; 0.99;SI;;
836 ; 10 ; 10 ; N/A ; 0.98;SI;;
837 ; 27 ; 27 ; N/A ; 0.97;SI;;
838 ;  5 ;  5 ; N/A ; 0.99;SI;;
839 ; 21 ;  1 ; N/A ; 0.60;NO;;
840 ; 35 ;  2 ; N/A ; 0.91;NO;;
841 ; 31 ; 31 ; N/A ; 1.00;SI;;
842 ; 13 ; 13 ; N/A ; 0.95;SI;;
843 ; 17 ; 17 ; N/A ; 0.97;SI;;
844 ;  9 ;  9 ; N/A ; 1.00;SI;;
845 ;  5 ;  5 ; N/A ; 0.99;SI;;
846 ;  4 ; 34 ; N/A ; 0.65;NO;;
847 ; 17 ; 17 ; N/A ; 0.86;SI;;
848 ; 25 ; 20 ; N/A ; 0.93;NO;;
849 ; 24 ; 24 ; N/A ; 0.52;SI;;
850 ;  8 ;  8 ; N/A ; 0.98;SI;;
851 ;  1 ; 18 ; N/A ; 0.50;NO;;
852 ; 23 ; 23 ; N/A ; 0.99;SI;;
853 ;  5 ;  5 ; N/A ; 0.68;SI;;
854 ; 21 ;  1 ; N/A ; 0.71;NO;;
855 ; 14 ; 14 ; N/A ; 1.00;SI;;
856 ; 23 ; 23 ; N/A ; 0.98;SI;;
857 ;  1 ; 21 ; N/A ; 0.47;NO;;
858 ; 25 ; 25 ; N/A ; 0.99;SI;;
859 ; 23 ; 23 ; N/A ; 1.00;SI;;
860 ;  2 ;  2 ; N/A ; 1.00;SI;;
861 ; 35 ; 35 ; N/A ; 0.89;SI;;
862 ;  2 ;  2 ; N/A ; 1.00;SI;;
863 ; 20 ; 20 ; N/A ; 0.99;SI;;
864 ; 10 ; 10 ; N/A ; 0.97;SI;;
865 ; 26 ; 26 ; N/A ; 1.00;SI;;
866 ; 28 ; 28 ; N/A ; 0.92;SI;;
867 ; 34 ; 34 ; N/A ; 0.98;SI;;
868 ; 17 ; 10 ; N/A ; 0.52;NO;;
869 ; 21 ; 21 ; N/A ; 0.98;SI;;
870 ; 28 ;  5 ; N/A ; 0.70;NO;;
871 ;  3 ;  3 ; N/A ; 1.00;SI;;
872 ; 15 ; 15 ; N/A ; 0.87;SI;;
873 ; 35 ; 35 ; N/A ; 0.97;SI;;
874 ; 11 ; 11 ; N/A ; 1.00;SI;;
875 ;  2 ;  2 ; N/A ; 0.99;SI;;
876 ; 11 ; 26 ; N/A ; 0.72;NO;;
877 ;  7 ;  7 ; N/A ; 0.72;SI;;
878 ; 28 ; 28 ; N/A ; 0.97;SI;;
879 ;  0 ; 24 ; N/A ; 0.58;NO;;
880 ; 16 ; 16 ; N/A ; 0.96;SI;;
881 ;  1 ;  1 ; N/A ; 0.64;SI;;
882 ;  3 ;  3 ; N/A ; 0.99;SI;;
883 ; 11 ; 11 ; N/A ; 0.89;SI;;
884 ; 16 ; 16 ; N/A ; 1.00;SI;;
885 ; 18 ; 18 ; N/A ; 0.87;SI;;
886 ; 33 ; 33 ; N/A ; 1.00;SI;;
887 ;  7 ;  7 ; N/A ; 1.00;SI;;
888 ; 29 ; 29 ; N/A ; 1.00;SI;;
889 ; 32 ; 32 ; N/A ; 1.00;SI;;
890 ;  9 ;  9 ; N/A ; 0.42;SI;;
891 ; 11 ; 11 ; N/A ; 0.98;SI;;
892 ; 33 ; 33 ; N/A ; 0.97;SI;;
893 ; 22 ; 22 ; N/A ; 0.64;SI;;
894 ; 13 ; 13 ; N/A ; 0.93;SI;;
895 ; 30 ; 30 ; N/A ; 0.99;SI;;
896 ;  0 ;  0 ; N/A ; 0.59;SI;;
897 ; 10 ; 10 ; N/A ; 1.00;SI;;
898 ; 28 ; 28 ; N/A ; 0.81;SI;;
899 ;  2 ;  2 ; N/A ; 0.88;SI;;
900 ; 31 ; 31 ; N/A ; 0.68;SI;;
901 ; 15 ; 15 ; N/A ; 1.00;SI;;
902 ;  1 ;  1 ; N/A ; 0.46;SI;;
903 ; 35 ; 35 ; N/A ; 0.99;SI;;
904 ; 23 ; 23 ; N/A ; 0.79;SI;;
905 ; 11 ; 11 ; N/A ; 1.00;SI;;
906 ; 10 ; 10 ; N/A ; 0.98;SI;;
907 ; 22 ; 22 ; N/A ; 1.00;SI;;
908 ; 35 ;  2 ; N/A ; 0.64;NO;;
909 ; 22 ; 22 ; N/A ; 0.99;SI;;
910 ; 29 ; 29 ; N/A ; 1.00;SI;;
911 ;  7 ;  7 ; N/A ; 1.00;SI;;
912 ; 30 ; 30 ; N/A ; 0.96;SI;;
913 ;  1 ; 18 ; N/A ; 0.82;NO;;
914 ; 27 ; 27 ; N/A ; 0.77;SI;;
915 ; 34 ;  4 ; N/A ; 0.81;NO;;
916 ; 24 ; 24 ; N/A ; 0.75;SI;;
917 ;  8 ;  8 ; N/A ; 1.00;SI;;
918 ; 24 ; 24 ; N/A ; 0.95;SI;;
919 ;  3 ;  3 ; N/A ; 1.00;SI;;
920 ;  1 ;  1 ; N/A ; 0.53;SI;;
921 ; 31 ; 31 ; N/A ; 0.94;SI;;
922 ;  1 ;  1 ; N/A ; 0.61;SI;;
923 ; 31 ; 31 ; N/A ; 0.99;SI;;
924 ;  1 ;  1 ; N/A ; 0.50;SI;;
925 ; 29 ; 29 ; N/A ; 1.00;SI;;
926 ; 31 ; 31 ; N/A ; 1.00;SI;;
927 ; 24 ; 24 ; N/A ; 0.80;SI;;
928 ; 32 ; 32 ; N/A ; 1.00;SI;;
929 ; 16 ; 16 ; N/A ; 1.00;SI;;
930 ; 17 ; 17 ; N/A ; 0.99;SI;;
931 ; 18 ;  1 ; N/A ; 0.50;NO;;
932 ;  8 ; 11 ; N/A ; 0.50;NO;;
933 ; 31 ; 31 ; N/A ; 0.99;SI;;
934 ; 34 ; 34 ; N/A ; 1.00;SI;;
935 ; 23 ; 23 ; N/A ; 0.81;SI;;
936 ; 35 ; 35 ; N/A ; 0.89;SI;;
937 ; 19 ; 19 ; N/A ; 1.00;SI;;
938 ;  1 ;  1 ; N/A ; 0.71;SI;;
939 ; 11 ; 11 ; N/A ; 1.00;SI;;
940 ; 31 ; 31 ; N/A ; 0.95;SI;;
941 ;  0 ; 24 ; N/A ; 0.61;NO;;
942 ; 35 ; 35 ; N/A ; 0.97;SI;;
943 ; 22 ; 22 ; N/A ; 1.00;SI;;
944 ; 34 ; 34 ; N/A ; 1.00;SI;;
945 ;  1 ;  1 ; N/A ; 0.48;SI;;
946 ; 28 ;  5 ; N/A ; 0.68;NO;;
947 ; 18 ; 18 ; N/A ; 0.90;SI;;
948 ;  5 ;  5 ; N/A ; 0.98;SI;;
949 ; 10 ; 10 ; N/A ; 0.99;SI;;
950 ; 11 ; 11 ; N/A ; 0.68;SI;;
951 ; 14 ; 14 ; N/A ; 1.00;SI;;
952 ; 20 ; 20 ; N/A ; 0.98;SI;;
953 ; 18 ; 18 ; N/A ; 0.70;SI;;
954 ; 17 ; 22 ; N/A ; 0.62;NO;;
955 ; 12 ; 12 ; N/A ; 0.91;SI;;
956 ;  4 ;  4 ; N/A ; 0.99;SI;;
957 ; 33 ; 18 ; N/A ; 0.59;NO;;
958 ;  5 ;  5 ; N/A ; 0.95;SI;;
959 ; 27 ; 27 ; N/A ; 0.85;SI;;
960 ;  8 ;  8 ; N/A ; 0.96;SI;;
